id,latitude,longitude,hub_id,driver_id,num_items,created_at,started_at,completed_at,batched_order_id
170,37.79526,-122.4348,4,55,1,2014-03-04 02:34:58,2014-03-04 02:58:23,2014-03-04 03:09:43,
171,37.78134,-122.39142,1,106,8,2014-03-04 02:35:34,2014-03-04 03:01:33,2014-03-04 03:10:31,
172,37.79614,-122.42801,4,59,2,2014-03-04 02:36:00,2014-03-04 02:54:31,2014-03-04 02:59:29,865
173,37.74789,-122.408819,2,66,2,2014-03-04 02:36:31,2014-03-04 02:44:09,2014-03-04 02:53:36,
174,37.77294,-122.43123,5,54,1,2014-03-04 02:36:39,2014-03-04 02:49:41,2014-03-04 02:55:58,866
175,37.78479,-122.42457,5,91,2,2014-03-04 02:36:44,2014-03-04 02:42:51,2014-03-04 03:03:11,
176,37.78757,-122.42915,4,99,2,2014-03-04 02:36:59,2014-03-04 02:53:07,2014-03-04 03:04:20,
177,37.79746,-122.4237,4,59,1,2014-03-04 02:37:20,2014-03-04 02:59:32,2014-03-04 03:07:41,865
178,37.79058,-122.41292,6,68,1,2014-03-04 02:37:54,2014-03-04 02:44:14,2014-03-04 02:54:48,
179,37.77698,-122.41697,1,69,1,2014-03-04 02:38:13,2014-03-04 03:06:09,2014-03-04 03:21:14,868
180,37.798093,-122.432311,4,79,1,2014-03-04 02:38:27,2014-03-04 02:58:54,2014-03-04 03:03:47,
181,37.80242,-122.446169,4,55,3,2014-03-04 02:38:32,2014-03-04 02:57:05,2014-03-04 03:37:18,878
182,37.80048,-122.42606,4,78,2,2014-03-04 02:39:10,2014-03-04 03:00:27,2014-03-04 03:12:04,879
183,37.79761,-122.40372,6,67,2,2014-03-04 02:39:15,2014-03-04 02:49:13,2014-03-04 03:04:05,
184,37.79272,-122.41841,5,30,1,2014-03-04 02:39:39,2014-03-04 03:06:58,2014-03-04 03:25:25,871
185,37.769926,-122.421447,5,36,1,2014-03-04 02:39:39,2014-03-04 02:45:05,2014-03-04 02:53:56,870
186,37.771878,-122.409246,1,40,2,2014-03-04 02:39:45,2014-03-04 02:51:06,2014-03-04 02:57:18,
187,37.772916,-122.39138,1,62,2,2014-03-04 02:40:01,2014-03-04 03:14:17,2014-03-04 03:25:45,863
188,37.78736,-122.43833,5,39,1,2014-03-04 02:40:03,2014-03-04 02:46:23,2014-03-04 02:54:02,
189,37.802164,-122.410649,6,23,2,2014-03-04 02:40:16,2014-03-04 03:06:04,2014-03-04 03:12:54,887
190,37.77657,-122.4087,1,42,1,2014-03-04 02:40:19,2014-03-04 03:00:04,2014-03-04 03:06:12,
191,37.75422,-122.4253,2,50,2,2014-03-04 02:41:10,2014-03-04 02:52:14,2014-03-04 02:57:46,874
192,37.75875,-122.43257,2,87,1,2014-03-04 02:42:13,2014-03-04 02:53:08,2014-03-04 03:01:45,
193,37.78328,-122.407229,1,16,3,2014-03-04 02:42:20,2014-03-04 03:03:39,2014-03-04 03:30:39,876
194,37.79113,-122.401183,6,92,1,2014-03-04 02:42:30,2014-03-04 02:54:14,2014-03-04 03:08:48,877
195,37.77193,-122.433776,5,48,1,2014-03-04 02:43:24,2014-03-04 02:54:26,2014-03-04 02:58:03,872
196,37.77123,-122.42422,5,36,2,2014-03-04 02:43:30,2014-03-04 02:54:01,2014-03-04 03:05:09,870
197,37.777288,-122.393088,1,46,2,2014-03-04 02:43:31,2014-03-04 03:12:22,2014-03-04 03:21:51,883
198,37.79562,-122.41495,5,30,1,2014-03-04 02:43:55,2014-03-04 03:31:42,2014-03-04 03:31:44,871
199,37.76013,-122.39453,1,38,1,2014-03-04 02:44:21,2014-03-04 03:09:48,2014-03-04 03:17:39,
200,37.8014,-122.43163,4,61,1,2014-03-04 02:45:34,2014-03-04 03:04:57,2014-03-04 03:13:46,886
201,37.74589,-122.44307,2,66,2,2014-03-04 02:45:49,2014-03-04 03:00:35,2014-03-04 03:10:38,
202,37.792171,-122.415636,6,68,2,2014-03-04 02:46:09,2014-03-04 03:09:36,2014-03-04 03:19:09,881
203,37.770623,-122.431829,5,48,1,2014-03-04 02:46:51,2014-03-04 02:58:09,2014-03-04 03:02:49,872
204,37.78366,-122.39601,1,100,3,2014-03-04 02:47:37,2014-03-04 03:17:26,2014-03-04 03:31:03,
205,37.79549,-122.43178,4,81,1,2014-03-04 02:47:50,2014-03-04 03:05:26,2014-03-04 03:15:06,873
206,37.79894,-122.42849,4,81,1,2014-03-04 02:48:13,2014-03-04 03:15:12,2014-03-04 03:21:52,873
207,37.801714,-122.429179,4,81,1,2014-03-04 02:48:16,2014-03-04 03:22:01,2014-03-04 03:28:59,873
208,37.764,-122.42345,5,49,2,2014-03-04 02:48:34,2014-03-04 02:57:51,2014-03-04 03:08:19,
209,37.75838,-122.42322,2,50,3,2014-03-04 02:48:41,2014-03-04 02:57:58,2014-03-04 03:00:07,874
210,37.795787,-122.430659,7,90,1,2014-03-04 02:48:45,2014-03-04 03:01:45,2014-03-04 03:13:20,875
211,37.79368,-122.43218,7,90,1,2014-03-04 02:49:48,2014-03-04 03:16:09,2014-03-04 03:22:45,875
212,37.78328,-122.407229,1,16,1,2014-03-04 02:49:55,2014-03-04 03:30:49,2014-03-04 03:31:39,876
213,37.79263,-122.40473,6,92,2,2014-03-04 02:50:48,2014-03-04 03:14:05,2014-03-04 03:17:47,877
214,37.7964,-122.42017,5,30,2,2014-03-04 02:50:59,2014-03-04 03:31:48,2014-03-04 03:36:18,871
215,37.801852,-122.44323,4,55,1,2014-03-04 02:51:11,2014-03-04 03:40:31,2014-03-04 03:46:17,878
216,37.80255,-122.4247,4,78,1,2014-03-04 02:51:58,2014-03-04 03:12:07,2014-03-04 03:16:35,879
217,37.78888,-122.39869,6,109,3,2014-03-04 02:52:37,2014-03-04 02:56:59,2014-03-04 03:01:05,
218,37.75448,-122.42771,2,34,1,2014-03-04 02:52:57,2014-03-04 02:59:26,2014-03-04 03:05:49,
219,37.79857,-122.42229,4,78,1,2014-03-04 02:54:02,2014-03-04 03:17:14,2014-03-04 03:25:05,879
220,37.77987,-122.39149,1,42,4,2014-03-04 02:54:08,2014-03-04 03:19:51,2014-03-04 03:28:59,
221,37.777719,-122.39578,1,40,4,2014-03-04 02:54:12,2014-03-04 03:23:30,2014-03-04 03:29:01,
222,37.7561,-122.43539,2,63,1,2014-03-04 02:54:34,2014-03-04 03:03:18,2014-03-04 03:13:21,880
223,37.788,-122.44839,7,75,1,2014-03-04 02:54:34,2014-03-04 02:58:36,2014-03-04 03:06:36,
224,37.77997,-122.4236,5,54,3,2014-03-04 02:54:48,2014-03-04 02:59:53,2014-03-04 03:11:27,
225,37.75505,-122.43443,2,63,1,2014-03-04 02:54:51,2014-03-04 03:13:36,2014-03-04 03:18:29,880
226,37.78885,-122.389429,6,93,2,2014-03-04 02:54:51,2014-03-04 02:59:48,2014-03-04 03:15:22,
227,37.78867,-122.412973,6,68,2,2014-03-04 02:55:38,2014-03-04 03:19:21,2014-03-04 03:30:38,881
228,37.757695,-122.415671,2,50,1,2014-03-04 02:55:46,2014-03-04 03:04:55,2014-03-04 03:13:48,882
229,37.761149,-122.415976,2,50,1,2014-03-04 02:55:51,2014-03-04 03:14:00,2014-03-04 03:16:59,882
230,37.787832,-122.442213,7,80,2,2014-03-04 02:56:06,2014-03-04 03:05:55,2014-03-04 03:15:39,
231,37.778875,-122.397221,1,46,2,2014-03-04 02:56:17,2014-03-04 03:21:58,2014-03-04 03:38:18,883
232,37.74517,-122.43348,2,73,3,2014-03-04 02:57:07,2014-03-04 03:08:44,2014-03-04 03:13:34,
233,37.768045,-122.423981,5,44,1,2014-03-04 02:57:17,2014-03-04 03:01:54,2014-03-04 03:08:50,
234,37.79503,-122.42493,7,111,2,2014-03-04 02:57:46,2014-03-04 03:07:40,2014-03-04 03:25:41,885
